"astro-ph/0006123","Christopher D. Matzner","Yanqin Wu, Christopher D. Matzner, Phil Arras (CITA)","R-modes in Neutron Stars with Crusts: Turbulent Saturation, Spin-down,
  and Crust Melting","12 pages, 4 figures, submitted to ApJ","Astrophys.J. 549 (2001) 1011-1020","10.1086/319446",,"astro-ph gr-qc",,"  Rossby waves (r-modes) have been suggested as a means to regulate the spin
periods of young or accreting neutron stars, and also to produce observable
gravitational wave radiation. R-modes involve primarily transverse,
incompressive motions of the star's fluid core. However, neutron stars gain
crusts early in their lives: therefore, r-modes also imply shear in the fluid
beneath the crust. We examine the criterion for this shear layer to become
turbulent, and derive the rate of dissipation in the turbulent regime. Unlike
dissipation from a viscous boundary layer, turbulent energy loss is nonlinear
in mode energy and can therefore cause the mode to saturate at amplitudes
typically much less than unity. This energy loss also reappears as heat below
the crust. We study the possibility of crust melting as well as its
implications for the spin evolution of low-mass X-ray binaries. Lastly, we
identify some universal features of the spin evolution that may have
observational consequences.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 22:58:58 GMT""}]","2009-10-31"
"astro-ph/0006148","Weimin Yuan","W. Yuan, M. Matsuoka, T. Wang, S. Ueno, H. Kubo, T. Mihara","Evidence of thick obscuring matter revealed in the X-ray spectrum of the
  Z=4.28 quasar RXJ1028.6-0844","Accepted by ApJ, 11 pages using emulateapj5.sty; minor changes (12
  pages), subsection 3.4 added, references added",,"10.1086/317844",,"astro-ph",,"  We report the discovery of an unambiguous, substantial low-energy cutoff in
the broad band X-ray spectrum of the radio quasar RXJ1028.6-0844 at a redshift
of 4.276 obtained with the ASCA satellite, which we preferably explained as
indication of excess X-ray absorption. The equivalent hydrogen column density
of the absorbing matter, depending on the redshift and metallicity, ranges from
2.5x10**21 cm**(-2) for local absorption up to 2.1x10**23 cm**(-2) (solar
metallicity) or 1.6x10**24 cm**(-2) (10% solar metallicity) for absorption at
the quasar redshift. Such a value is among the largest found for high-redshift
radio quasars. The absorption, if interpreted as being produced close to the
quasar, may indicate the presence of a remarkably large amount of obscuring
matter in the quasar environment in the early universe. Implications of the
result for the possible origins of the absorbing matter are discussed,
concerning especially galactic intervening matter, cool intracluster gas, and
ambient medium around the quasar jet. The quasar itself has an enormous
apparent luminosity of at least about 2.6x10**47 erg/s (H0=50, q0=0.5) and a
power law photon index of 1.67(+0.07,-0.04) in the 2-50keV band in the source
rest frame.
","[{""version"":""v1"",""created"":""Sat, 10 Jun 2000 08:39:59 GMT""},{""version"":""v2"",""created"":""Sun, 13 Aug 2000 07:29:22 GMT""}]","2009-10-31"
"astro-ph/0006149","Kazimierz Borkowski","K. J. Borkowski, J. Rho, S. P. Reynolds, K. K. Dyer","Thermal and Nonthermal X-Ray Emission in SNR RCW 86","14 pages, 11 figures, submitted to Astrophysical Journal",,"10.1086/319716",,"astro-ph",,"  Supernova remnants may exhibit both thermal and nonthermal X-ray emission.
Such remnants can be distinguished by the weakness of their X-ray lines,
because of the presence of a strong nonthermal X-ray continuum. RCW 86 is a
remnant with weak lines, resulting in low and peculiar abundances when thermal
models alone are used to interpret its X-ray spectrum. This indicates the
presence of a strong nonthermal synchrotron continuum. We analyze ASCA X-ray
spectra of RCW 86 with the help of both nonequilibrium ionization thermal
models and nonthermal synchrotron models. A two-temperature thermal model and a
simple nonthermal model with an exponential cutoff (plus interstellar
absorption) give reasonable results. We obtain blast wave velocity of 800 km/s,
the shock ionization age of 1-3x10^11 s/cm^3, and the break in nonthermal
spectra at 2-4x10^16 Hz. The strength of nonthermal continuum correlates well
with the radio brightness in the bright SW section of the remnant. This is
convincing evidence for X-ray synchrotron emission in RCW 86.
","[{""version"":""v1"",""created"":""Sat, 10 Jun 2000 13:21:52 GMT""}]","2009-10-31"
"cond-mat/0006166","Marc Mezard","Andrea Montanari and Marc Mezard","Pulling Hairpinned Polymers","5 pages, 3 figures",,,,"cond-mat.soft cond-mat.stat-mech q-bio",,"  We introduce a model of thermalized conformations in space of RNA -or single
stranded DNA- molecules, which includes the possibility of hairpin formation.
This model contains the usual secondary structure information, but extends it
to the study of one element of the ternary structure, namely the end-to-end
distance. The computed force-elongation characteristics is in good agreemement
with some recent measurements on single stranded DNA molecules.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 16:06:18 GMT""}]","2007-05-23"
"cond-mat/0006167","Revaz Ramazashvili","Revaz Ramazashvili","Level correlations in disordered superconducting grains",,,,,"cond-mat.str-el cond-mat.mes-hall",,"  I study the quasiparticle level correlations in a grain of a weakly
disordered d-wave superconductor, and show that, in a wide intermediate energy
range, they are characterized by a novel type of universal behavior.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 18:34:14 GMT""}]","2007-05-23"
"cond-mat/0006168","Ralph Werner","Ralph Werner","Dynamical dimer-dimer correlation functions from exact diagonalization","10 pages revtex, 10 figures","Phys. Rev. B 63, 174416 (2001)","10.1103/PhysRevB.63.174416",,"cond-mat.str-el",,"  A regularization method is presented to deduce dynamic correlation functions
from exact diagonalization calculations. It is applied to dimer-dimer
correlation functions in quantum spin chains relevant for the description of
spin-Peierls systems. Exact results for the XY model are presented. The
analysis draws into doubt that the dimer-dimer correlation functions show the
same scale invariance as spin-spin correlation functions. The results are
applied to describe the quasi-elastic scattering in CuGeO$_3$.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 19:45:51 GMT""}]","2009-10-31"
"cond-mat/0006169","Ralph Werner","Michael Holicki, Holger Fehske, and Ralph Werner","Magneto-elastic excitations in spin-Peierls systems","12 pages revtex, 11 figures","Phys. Rev. B 63, 174417 (2001)","10.1103/PhysRevB.63.174417",,"cond-mat.str-el",,"  Within the random phase approximation to the spin-Peierls transition two
parameter regimes of phonon softening and hardening are present.
Magneto-elastic excitations are discussed in detail for phonons coupled to the
exactly solvable model of XY spin chains for both regimes, leading to a
modified interpretation of the 30 cm$^{-1}$ mode in CuGeO$_3$. Frustrated
Heisenberg chains coupled to phonons satisfactory describe the pre-transitional
quasi-elastic scattering in CuGeO$_3$. A real space interpretation of the
quasi-elastic scattering is given justifying effective Ising model approaches.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 20:14:26 GMT""}]","2009-10-31"
"cond-mat/0006170","Alexander Lisyansky","Lev I. Deych, A. Yamilov, and A.A. Lisyansky","Polariton Local States in Periodic Bragg Multiple Quantum Well
  Structures","3 pages, 1 figure, RevTex, Submitted to Opt. Lett","Optics Lett. 25, No. 23 (2000).","10.1364/OL.25.001705",,"cond-mat.dis-nn",,"  We analytically study optical properties of several types of defects in Bragg
multiple quantum well structures. We show that a single defect leads to two
local polariton modes in the photonic band gap. These modes lead to
peculiarities in reflection and transmission spectra. Detailed recommendations
for experimental observation of the studied effects are given.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 20:44:54 GMT""}]","2016-08-31"
"cond-mat/0006171","Haranath Ghosh","Haranath Ghosh, Alok Shukla, Sumit Mazumdar","Electron correlation induced transverse delocalization and longitudinal
  confinement in excited states of phenyl-substituted polyacetylenes","14 pages, 5 figures, 4 tables included in the text","Phys. Rev. B, vol. 62, # 19, 15th Nov. 2000","10.1103/PhysRevB.62.12763",,"cond-mat.str-el cond-mat.dis-nn",,"  Electron-electron interactions in general lead to both ground state and
excited state confinement. We show, however, that in phenyl-substituted
polyacetylenes electron-electron interactions cause enhanced delocalization of
quasiparticles in the optically excited state from the backbone polyene chain
into the phenyl groups, which in turn leads to enhanced confinement in the
chain direction. This co-operative delocalization--confinement lowers the
energy of the one-photon state and raises the relative energy of the lowest
two-photon state. The two-photon state is slightly below the optical state in
mono-phenyl substituted polyacetylenes, but above the optical state in
di-phenyl substituted polyacetylenes, thereby explaining the strong
photoluminescence of the latter class of materials. We present a detailed
mechanism of the crossover in the energies of the one- and two-photon states in
these systems. In addition, we calculate the optical absorption spectra over a
wide wavelength region, and make specific predictions for the polarizations of
low and high energy transitions that can be tested on oriented samples. Within
existing theories of light emission from $\pi$-conjugated polymers, strong
photoluminescence should be restricted to materials whose optical gaps are
larger than that of trans-polyacetylene. The present work show that
conceptually at least, it is possible to have light emission from systems with
smaller optical gaps.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 22:26:57 GMT""},{""version"":""v2"",""created"":""Fri, 9 Jun 2000 23:48:57 GMT""}]","2009-10-31"
"cond-mat/0006172","Cynthia J. Olson","C.J. Olson, C. Reichhardt, R.T. Scalettar, G.T. Zimanyi, and N.
  Gronbech-Jensen","Metastability and Transient Effects in Vortex Matter Near a Disorder
  Driven Transition","4 pages, 5 postscript figures","Phys. Rev. B 67, 184523 (2003)",,,"cond-mat.supr-con",,"  We examine metastable and transient effects both above and below the
first-order disorder driven decoupling line in a 3D simulation of magnetically
interacting pancake vortices. We observe pronounced transient and history
effects as well as supercooling and superheating between the ordered and
disordered phases. In the disordered supercooled state as a function of DC
driving, reordering occurs through the formation of growing moving channels of
the ordered phase. We find that hysteresis in V(I) is strongly dependent on the
proximity to the decoupling transition line.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 22:39:57 GMT""}]","2009-05-15"
"cond-mat/0006173","Leonid P. Pryadko","J. D. Naud, Leonid P. Pryadko, S. L. Sondhi","Edge Dynamics in Quantum Hall Bilayers II: Exact Results with Disorder
  and Parallel Fields","revtex+epsf; two-up postscript at
  http://www.sns.ias.edu/~leonid/ntwoup.ps","Phys. Rev. B 63, 115301 (2001)","10.1103/PhysRevB.63.115301",,"cond-mat.mes-hall cond-mat.str-el",,"  We study edge dynamics in the presence of interlayer tunneling, parallel
magnetic field, and various types of disorder for two infinite sequences of
quantum Hall states in symmetric bilayers. These sequences begin with the 110
and 331 Halperin states and include their fractional descendants at lower
filling factors; the former is easily realized experimentally while the latter
is a candidate for the experimentally observed quantum Hall state at a total
filling factor of 1/2 in bilayers. We discuss the experimentally interesting
observables that involve just one chiral edge of the sample and the correlation
functions needed for computing them. We present several methods for obtaining
exact results in the presence of interactions and disorder which rely on the
chiral character of the system. Of particular interest are our results on the
331 state which suggest that a time-resolved measurement at the edge can be
used to discriminate between the 331 and Pfaffian scenarios for the observed
quantum Hall state at filling factor 1/2 in realistic double-layer systems.
","[{""version"":""v1"",""created"":""Fri, 9 Jun 2000 23:01:56 GMT""}]","2007-05-23"
"cond-mat/0006174","Arne Brataas","Arne Brataas, Yu. V. Nazarov, and G. E. W. Bauer","Spin-transport in multi-terminal normal metal - ferromagnet systems with
  non-collinear magnetizations","12 pages, 6 figures, to appear in Eur. Phys. J. B",,"10.1007/PL00011139",,"cond-mat.mes-hall",,"  A theory of spin-transport in hybrid normal metal - ferromagnetic electronic
circuits is developed, taking into account non-collinear spin-accumulation.
Spin-transport through resistive elements is described by 4 conductance
parameters. Microscopic expression for these conductances are derived in terms
of scattering matrices and explicitly calculated for simple models. The circuit
theory is applied to 2-terminal and 3-terminal devices attached to
ferromagnetic reservoirs.
","[{""version"":""v1"",""created"":""Sat, 10 Jun 2000 00:08:56 GMT""},{""version"":""v2"",""created"":""Tue, 22 May 2001 15:47:30 GMT""}]","2009-10-31"
"cond-mat/0006175","Mikhail Raikh","J. Huang, N. Eradat, M. E. Raikh, Z. V. Vardeny (University of Utah),
  A. A. Zakhidov, R. H. Baughman (Honeywell Int., Research and Technology
  Center)","Anomalous Coherent Backscattering of Light from Opal Photonic Crystals","10 pages, 5 figures",,"10.1103/PhysRevLett.86.4815",,"cond-mat.dis-nn",,"  We studied coherent backscattering (CBS) of light from opal photonic crystals
in air at different incident inclination angles, wavelengths and along various
[hkl] directions inside the opals. Similar to previously obtained CBS cones
from various random media, we found that when Bragg condition with the incident
light beam is not met then the CBS cones from opals show a triangular line
shape in excellent agreement with light diffusion theory. At Bragg condition,
however, we observed a dramatic broadening of the opal CBS cones that depends
on the incident angle and [hkl] direction. This broadening is explained as due
to the light intensity decay in course of propagation along the Bragg direction
{\em before the first} and {\em after the last} scattering events. We modified
the CBS theory to incorporate the attenuation that results from the photonic
band structure of the medium. Using the modified theory we extract from our CBS
data the light mean free path and Bragg attenuation length at different [hkl].
Our study shows that CBS measurements are a unique experimental technique to
explore photonic crystals with disorder, when other spectroscopical methods
become ambiguous due to disorder-induced broadening.
","[{""version"":""v1"",""created"":""Sat, 10 Jun 2000 00:52:42 GMT""}]","2009-10-31"
"cond-mat/0006176","Jose P. Rodriguez","J. P. Rodriguez","Theory of Decoupling in the Mixed Phase of Extremely Type-II Layered
  Superconductors","39 pgs. of PLAIN TeX, 2 postscript figs., published version","Phys.Rev.B62:9117,2000","10.1103/PhysRevB.62.9117",,"cond-mat.supr-con cond-mat.stat-mech hep-th",,"  The mixed phase of extremely type-II layered superconductors in perpendicular
magnetic field is studied theoretically via the layered XY model with uniform
frustration. A partial duality analysis is carried out in the weak-coupling
limit. It consistently accounts for both intra-layer (pancake) and inter-layer
(Josephson) vortex excitations. The main conclusion reached is that
dislocations of the two-dimensional (2D) vortex lattices within layers drive a
unique second-order melting transition at high perpendicular fields between a
low-temperature superconducting phase that displays a Josephson effect and a
high-temperature ``normal'' phase that displays no Josephson effect. The former
state is best described by weakly coupled 2D vortex lattices, while the latter
state is best characterized by a decoupled vortex liquid. It is further argued
on the basis of the duality analysis that the second-order melting transition
converts itself into a first-order one as the perpendicular field is lowered
and approaches the dimensional cross-over scale. The resulting critical
endpoint potentially accounts for the same phenomenon that is observed in the
mixed phase of clean high-temperature superconductors.
","[{""version"":""v1"",""created"":""Sat, 10 Jun 2000 14:49:14 GMT""},{""version"":""v2"",""created"":""Sat, 21 Apr 2001 00:16:12 GMT""}]","2008-12-18"
"cond-mat/0006177","R. Saniz","R. Saniz and S. P. Apell","On the interpretation of spin-polarized electron energy loss spectra","11 pages, 7 eps figures, REVTeX file",,"10.1103/PhysRevB.63.014409",,"cond-mat.mtrl-sci",,"  We study the origin of the structure in the spin-polarized electron energy
loss spectroscopy (SPEELS) spectra of ferromagnetic crystals. Our study is
based on a 3d tight-binding Fe model, with constant onsite Coulomb repulsion U
between electrons of opposite spin. We find it is not the total density of
Stoner states as a function of energy loss which determines the response of the
system in the Stoner region, as usually thought, but the densities of Stoner
states for only a few interband transitions. Which transitions are important
depends ultimately on how strongly umklapp processes couple the corresponding
bands. This allows us to show, in particular, that the Stoner peak in SPEELS
spectra does not necessarily indicate the value of the exchange splitting
energy. Thus, the common assumption that this peak allows us to estimate the
magnetic moment through its correlation with exchange splitting should be
reconsidered, both in bulk and surface studies. Furthermore, we are able to
show that the above mechanism is one of the main causes for the typical
broadness of experimental spectra. Finally, our model predicts that optical
spin waves should be excited in SPEELS experiments.
","[{""version"":""v1"",""created"":""Sat, 10 Jun 2000 15:23:34 GMT""}]","2009-10-31"
